NomeEmpreendimento;TituloGrupo;NomeGrupo;TituloUnidade;NomeUnidade;Situacao;DimensaoFrente;DimensaoFundos;DimensaoEsquerda;DimensaoDireita;DimensaoOutros;Descricao;Observacoes;AreaTotal;ValorMetroQuadrado;ConfrontacaoFrente;ConfrontacaoFundos;ConfrontacaoEsquerda;ConfrontacaoDireita;NumeroMatricula;DataMatricula;ValorUnidade
Jardim das Acácias II;Quadra;011;Lote;056;Vendida;8,00;8,00;20,00;20,00;0,00; Mazuti;Mazuti;160;312,39;RUA OVÍDIO FERREIRA BORGES;Lote 05;Lote 02 e Lote 01;Lote 55;29181;30/03/2022;49981,62
Jardim das Acácias II;Quadra;012;Lote;001;Vendida;7,00;10,00;20,82;17,82;0,00;ESQUINA/COM. ;;206,27;279;AVENIDA JOÃO COSTA MOURA;Lote 55;Lote 02;RUA MÁRIO DOMINGOS FERREIRA;29182;30/03/2022;57549,33
Jardim das Acácias II;Quadra;012;Lote;002;Vendida;10,00;10,00;20,82;20,82;0,00;COMERCIAL ;;208,2;279;AVENIDA JOÃO COSTA MOURA;Lote 55;Lote 03;Lote 01;29183;30/03/2022;58087,8
Jardim das Acácias II;Quadra;012;Lote;003;Vendida;10,00;10,00;20,82;20,82;0,00;COMERCIAL ;;208,2;376,96;AVENIDA JOÃO COSTA MOURA;Lote 05;Lote 04;Lote 02;29184;30/03/2022;78482,08
Jardim das Acácias II;Quadra;012;Lote;004;Vendida;7,00;10,00;17,82;20,82;0,00;ESQUINA/COM. ;;206,27;279;AVENIDA JOÃO COSTA MOURA;Lote 05;RUA ALONSO LOPES VALADÃO;Lote 03;29185;30/03/2022;57549,33
Jardim das Acácias II;Quadra;012;Lote;005;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 55;Lote 06;Lote 04 e Lote 03;29186;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;006;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 54;Lote 07;Lote 05;29187;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;007;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 53;Lote 08;Lote 06;29188;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;008;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 52;Lote 09;Lote 07;29189;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;009;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 51;Lote 10;Lote 08;29190;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;010;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 50;Lote 11;Lote 09;29191;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;011;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 49;Lote 12;Lote 10;29192;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;012;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 48;Lote 13;Lote 11;29193;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;013;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 47;Lote 14;Lote 12;29194;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;014;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 46;Lote 15;Lote 13;29195;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;015;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 45;Lote 16;Lote 14;29196;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;016;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 44;Lote 17;Lote 15;29197;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;017;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 43;Lote 18;Lote 16;29198;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;018;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 42;Lote 19;Lote 17;29199;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;019;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 41;Lote 20;Lote 18;29200;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;020;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 40;Lote 21;Lote 19;29201;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;021;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 39;Lote 22;Lote 20;29202;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;022;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 38;Lote 23;Lote 21;29203;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;023;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 37;Lote 24;Lote 22;29204;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;024;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA ALONSO LOPES VALADÃO;Lote 36;Lote 25;Lote 23;29205;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;025;Disponível;9,00;9,00;20,00;20,00;0,00; ;;180;377,05;RUA ALONSO LOPES VALADÃO;Lote 35;Lote 26;Lote 24;29206;30/03/2022;67868,18
Jardim das Acácias II;Quadra;012;Lote;026;Vendida;9,00;9,00;20,00;20,00;0,00; ;;180;341,99;RUA ALONSO LOPES VALADÃO;Lote 34;Lote 27;Lote 25;29207;30/03/2022;61558,44
Jardim das Acácias II;Quadra;012;Lote;027;Vendida;9,00;9,00;20,00;20,00;0,00; ;;180;341,99;RUA ALONSO LOPES VALADÃO;Lote 33;Lote 28;Lote 26;29208;30/03/2022;61558,44
Jardim das Acácias II;Quadra;012;Lote;028;Vendida;9,00;9,00;20,00;20,00;0,00; ;;180;313;RUA ALONSO LOPES VALADÃO;Lote 32;Lote 29;Lote 27;29209;30/03/2022;56340
Jardim das Acácias II;Quadra;012;Lote;029;Vendida;21,36;20,00;21,36;20,00;0,00;ESQUINA ;;239,83;265;RUA DR. PAULO BATISTA DE OLIVEIRA;Lote 30;RUA DR. PAULO BATISTA DE OLIVEIRA;Lote 28;29210;30/03/2022;63554,95
Jardim das Acácias II;Quadra;012;Lote;030;Disponível;8,35;10,00;18,28;17,79;0,00; ;;182,87;238,28;RUA DR. PAULO BATISTA DE OLIVEIRA;Lote 32;Lote 31;Lote 29;29211;30/03/2022;43575
Jardim das Acácias II;Quadra;012;Lote;031;Vendida;7,00;10,00;17,79;18,28;0,00;ESQUINA ;;180;265;RUA DR. PAULO BATISTA DE OLIVEIRA;Lote 32;RUA MÁRIO DOMINGOS FERREIRA;Lote 30;29212;30/03/2022;47700
Jardim das Acácias II;Quadra;012;Lote;032;Vendida;9,00;9,00;20,00;20,00;0,00; ;;180;313;RUA MÁRIO DOMINGOS FERREIRA;Lote 28;Lote 33;Lote 31 e Lote 30;29213;30/03/2022;56340
Jardim das Acácias II;Quadra;012;Lote;033;Vendida;9,00;9,00;20,00;20,00;0,00; ;;180;341,99;RUA MÁRIO DOMINGOS FERREIRA;Lote 27;Lote 34;Lote 32;29214;30/03/2022;61558,44
Jardim das Acácias II;Quadra;012;Lote;034;Disponível;9,00;9,00;20,00;20,00;0,00; ;;180;359,09;RUA MÁRIO DOMINGOS FERREIRA;Lote 26;Lote 35;Lote 33;29215;30/03/2022;64636,36
Jardim das Acácias II;Quadra;012;Lote;035;Disponível;9,00;9,00;20,00;20,00;0,00; ;;180;377,05;RUA MÁRIO DOMINGOS FERREIRA;Lote 25;Lote 36;Lote 34;29216;30/03/2022;67868,18
Jardim das Acácias II;Quadra;012;Lote;036;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA MÁRIO DOMINGOS FERREIRA;Lote 24;Lote 37;Lote 35;29217;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;037;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA MÁRIO DOMINGOS FERREIRA;Lote 23;Lote 38;Lote 36;29218;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;038;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA MÁRIO DOMINGOS FERREIRA;Lote 22;Lote 39;Lote 37;29219;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;039;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA MÁRIO DOMINGOS FERREIRA;Lote 21;Lote 40;Lote 38;29220;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;040;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA MÁRIO DOMINGOS FERREIRA;Lote 20;Lote 41;Lote 39;29221;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;041;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA MÁRIO DOMINGOS FERREIRA;Lote 19;Lote 42;Lote 40;29222;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;042;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA MÁRIO DOMINGOS FERREIRA;Lote 18;Lote 43;Lote 41;29223;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;043;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA MÁRIO DOMINGOS FERREIRA;Lote 17;Lote 44;Lote 42;29224;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;044;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA MÁRIO DOMINGOS FERREIRA;Lote 16;Lote 45;Lote 43;29225;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;045;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA MÁRIO DOMINGOS FERREIRA;Lote 15;Lote 46;Lote 44;29226;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;046;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA MÁRIO DOMINGOS FERREIRA;Lote 14;Lote 47;Lote 45;29227;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;047;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA MÁRIO DOMINGOS FERREIRA;Lote 13;Lote 48;Lote 46;29228;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;048;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA MÁRIO DOMINGOS FERREIRA;Lote 12;Lote 49;Lote 47;29229;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;049;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA MÁRIO DOMINGOS FERREIRA;Lote 11;Lote 50;Lote 48;29230;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;050;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA MÁRIO DOMINGOS FERREIRA;Lote 10;Lote 51;Lote 49;29231;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;051;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA MÁRIO DOMINGOS FERREIRA;Lote 09;Lote 52;Lote 50;29232;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;052;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA MÁRIO DOMINGOS FERREIRA;Lote 08;Lote 53;Lote 51;29233;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;053;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA MÁRIO DOMINGOS FERREIRA;Lote 07;Lote 54;Lote 52;29234;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;054;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA MÁRIO DOMINGOS FERREIRA;Lote 06;Lote 55;Lote 53;29235;30/03/2022;57631,72
Jardim das Acácias II;Quadra;012;Lote;055;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;360,2;RUA MÁRIO DOMINGOS FERREIRA;Lote 05;Lote 02 e Lote 01;Lote 54;29236;30/03/2022;57631,72
Jardim das Acácias II;Quadra;013;Lote;001;Vendida;7,00;10,00;20,82;17,82;0,00;ESQUINA/COM. ;;206,27;279;AVENIDA JOÃO COSTA MOURA;Lote 50;Lote 02;RUA ALONSO LOPES VALADÃO;29237;30/03/2022;57549,33
Jardim das Acácias II;Quadra;013;Lote;002;Vendida;10,00;10,00;20,82;20,82;0,00;COMERCIAL ;;208,2;279;AVENIDA JOÃO COSTA MOURA;Lote 50;Lote 03;Lote 01;29238;30/03/2022;58087,8
Jardim das Acácias II;Quadra;013;Lote;003;Vendida;10,00;10,00;20,82;20,82;0,00;COMERCIAL ;;208,2;279;AVENIDA JOÃO COSTA MOURA;Lote 05;Lote 04;Lote 02;29239;30/03/2022;58087,8
Jardim das Acácias II;Quadra;013;Lote;004;Vendida;7,00;10,00;17,82;20,82;0,00;ESQUINA/COM. ;;206,27;279;AVENIDA JOÃO COSTA MOURA;Lote 05;RUA DIMAS NEVES MARTINS;Lote 03;29240;30/03/2022;57549,33
Jardim das Acácias II;Quadra;013;Lote;005;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;236,03;RUA DIMAS NEVES MARTINS;Lote 50;Lote 06;Lote 04 e Lote 03;29241;30/03/2022;37764,8
Jardim das Acácias II;Quadra;013;Lote;006;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;236,03;RUA DIMAS NEVES MARTINS;Lote 49;Lote 07;Lote 05;29242;30/03/2022;37764,8
Jardim das Acácias II;Quadra;013;Lote;007;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;345,6;RUA DIMAS NEVES MARTINS;Lote 48;Lote 08;Lote 06;29243;30/03/2022;55295,98
Jardim das Acácias II;Quadra;013;Lote;008;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;345,6;RUA DIMAS NEVES MARTINS;Lote 47;Lote 09;Lote 07;29244;30/03/2022;55295,98
Jardim das Acácias II;Quadra;013;Lote;009;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;345,6;RUA DIMAS NEVES MARTINS;Lote 46;Lote 10;Lote 08;29245;30/03/2022;55295,98
Jardim das Acácias II;Quadra;013;Lote;010;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;345,6;RUA DIMAS NEVES MARTINS;Lote 45;Lote 11;Lote 09;29246;30/03/2022;55295,98
Jardim das Acácias II;Quadra;013;Lote;011;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;345,6;RUA DIMAS NEVES MARTINS;Lote 44;Lote 12;Lote 10;29247;30/03/2022;55295,98
Jardim das Acácias II;Quadra;013;Lote;012;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;345,6;RUA DIMAS NEVES MARTINS;Lote 43;Lote 13;Lote 11;29248;30/03/2022;55295,98
Jardim das Acácias II;Quadra;013;Lote;013;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;236,03;RUA DIMAS NEVES MARTINS;Lote 42;Lote 14;Lote 12;29249;30/03/2022;37764,8
Jardim das Acácias II;Quadra;013;Lote;014;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;236,03;RUA DIMAS NEVES MARTINS;Lote 41;Lote 15;Lote 13;29250;30/03/2022;37764,8
Jardim das Acácias II;Quadra;013;Lote;015;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;247,83;RUA DIMAS NEVES MARTINS;Lote 40;Lote 16;Lote 14;29251;30/03/2022;39653,04
Jardim das Acácias II;Quadra;013;Lote;016;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;236,03;RUA DIMAS NEVES MARTINS;Lote 39;Lote 17;Lote 15;29252;30/03/2022;37764,8
Jardim das Acácias II;Quadra;013;Lote;017;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;236,03;RUA DIMAS NEVES MARTINS;Lote 38;Lote 18;Lote 16;29253;30/03/2022;37764,8
Jardim das Acácias II;Quadra;013;Lote;018;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;313;RUA DIMAS NEVES MARTINS;Lote 37;Lote 19;Lote 17;29254;30/03/2022;50080
Jardim das Acácias II;Quadra;013;Lote;019;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;236,03;RUA DIMAS NEVES MARTINS;Lote 36;Lote 20;Lote 18;29255;30/03/2022;37764,8
Jardim das Acácias II;Quadra;013;Lote;020;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;236,03;RUA DIMAS NEVES MARTINS;Lote 35;Lote 21;Lote 19;29256;30/03/2022;37764,8
Jardim das Acácias II;Quadra;013;Lote;021;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;247,83;RUA DIMAS NEVES MARTINS;Lote 34;Lote 22;Lote 20;29257;30/03/2022;39653,04
Jardim das Acácias II;Quadra;013;Lote;022;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;284,33;RUA DIMAS NEVES MARTINS;Lote 33;Lote 23;Lote 21;29258;30/03/2022;45492,15
Jardim das Acácias II;Quadra;013;Lote;023;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;236,03;RUA DIMAS NEVES MARTINS;Lote 32;Lote 24;Lote 22;29259;30/03/2022;37764,8
Jardim das Acácias II;Quadra;013;Lote;024;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA DIMAS NEVES MARTINS;Lote 31;Lote 25;Lote 23;29260;30/03/2022;60327,27
Jardim das Acácias II;Quadra;013;Lote;025;Vendida;9,00;9,00;20,00;20,00;0,00; ;;180;236,03;RUA DIMAS NEVES MARTINS;Lote 30;Lote 26;Lote 24;29261;30/03/2022;42485,4
Jardim das Acácias II;Quadra;013;Lote;026;Disponível;9,00;9,00;20,00;20,00;0,00; ;;180;377,05;RUA DIMAS NEVES MARTINS;Lote 29;Lote 27;Lote 25;29262;30/03/2022;67868,18
Jardim das Acácias II;Quadra;013;Lote;027;Vendida;9,34;12,24;17,00;20,00;0,00;ESQUINA Raio de 3.00mts;Raio de 3.00mts;242,91;313;RUA DIMAS NEVES MARTINS;Lote 28;RUA DR. PAULO BATISTA DE OLIVEIRA;Lote 26;29263;30/03/2022;76030,83
Jardim das Acácias II;Quadra;013;Lote;028;Vendida;9,34;12,24;20,00;17,00;0,00;ESQUINA ;;242,91;313;RUA ALONSO LOPES VALADÃO;Lote 27;Lote 29;RUA DR. PAULO BATISTA DE OLIVEIRA;29264;30/03/2022;76030,83
Jardim das Acácias II;Quadra;013;Lote;029;Vendida;9,00;9,00;20,00;20,00;0,00; ;;180;236,03;RUA ALONSO LOPES VALADÃO;Lote 26;Lote 30;Lote 28;29265;30/03/2022;42485,4
Jardim das Acácias II;Quadra;013;Lote;030;Vendida;9,00;9,00;20,00;20,00;0,00; ;;180;247,83;RUA ALONSO LOPES VALADÃO;Lote 25;Lote 31;Lote 29;29266;30/03/2022;44609,67
Jardim das Acácias II;Quadra;013;Lote;031;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;236,03;RUA ALONSO LOPES VALADÃO;Lote 24;Lote 32;Lote 30;29267;30/03/2022;37764,8
Jardim das Acácias II;Quadra;013;Lote;032;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA ALONSO LOPES VALADÃO;Lote 23;Lote 33;Lote 31;29268;30/03/2022;60327,27
Jardim das Acácias II;Quadra;013;Lote;033;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;236,03;RUA ALONSO LOPES VALADÃO;Lote 22;Lote 34;Lote 32;29269;30/03/2022;37764,8
Jardim das Acácias II;Quadra;013;Lote;034;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;236,03;RUA ALONSO LOPES VALADÃO;Lote 21;Lote 35;Lote 33;29270;30/03/2022;37764,8
Jardim das Acácias II;Quadra;013;Lote;035;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;247,83;RUA ALONSO LOPES VALADÃO;Lote 20;Lote 36;Lote 34;29271;30/03/2022;39653,04
Jardim das Acácias II;Quadra;013;Lote;036;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;236,03;RUA ALONSO LOPES VALADÃO;Lote 19;Lote 37;Lote 35;29272;30/03/2022;37764,8
Jardim das Acácias II;Quadra;013;Lote;037;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA ALONSO LOPES VALADÃO;Lote 18;Lote 38;Lote 36;29273;30/03/2022;60327,27
Jardim das Acácias II;Quadra;013;Lote;038;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA ALONSO LOPES VALADÃO;Lote 17;Lote 39;Lote 37;29274;30/03/2022;60327,27
Jardim das Acácias II;Quadra;013;Lote;039;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;247,83;RUA ALONSO LOPES VALADÃO;Lote 16;Lote 40;Lote 38;29275;30/03/2022;39653,04
Jardim das Acácias II;Quadra;013;Lote;040;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA ALONSO LOPES VALADÃO;Lote 15;Lote 41;Lote 39;29276;30/03/2022;60327,27
Jardim das Acácias II;Quadra;013;Lote;041;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;273,23;RUA ALONSO LOPES VALADÃO;Lote 14;Lote 42;Lote 40;29277;30/03/2022;43717,47
Jardim das Acácias II;Quadra;013;Lote;042;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;301,24;RUA ALONSO LOPES VALADÃO;Lote 13;Lote 43;Lote 41;29278;30/03/2022;48198,51
Jardim das Acácias II;Quadra;013;Lote;043;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA ALONSO LOPES VALADÃO;Lote 12;Lote 44;Lote 42;29279;30/03/2022;60327,27
Jardim das Acácias II;Quadra;013;Lote;044;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;329,14;RUA ALONSO LOPES VALADÃO;Lote 11;Lote 45;Lote 43;29280;30/03/2022;52662,84
Jardim das Acácias II;Quadra;013;Lote;045;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;359,09;RUA ALONSO LOPES VALADÃO;Lote 10;Lote 46;Lote 44;29281;30/03/2022;57454,54
Jardim das Acácias II;Quadra;013;Lote;046;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;273,23;RUA ALONSO LOPES VALADÃO;Lote 09;Lote 47;Lote 45;29282;30/03/2022;43717,47
Jardim das Acácias II;Quadra;013;Lote;047;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;236,03;RUA ALONSO LOPES VALADÃO;Lote 08;Lote 48;Lote 46;29283;30/03/2022;37764,8
Jardim das Acácias II;Quadra;013;Lote;048;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;236,03;RUA ALONSO LOPES VALADÃO;Lote 07;Lote 49;Lote 47;29284;30/03/2022;37764,8
Jardim das Acácias II;Quadra;013;Lote;049;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;260,22;RUA ALONSO LOPES VALADÃO;Lote 06;Lote 50;Lote 48;29285;30/03/2022;41635,69
Jardim das Acácias II;Quadra;013;Lote;050;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;247,83;RUA ALONSO LOPES VALADÃO;Lote 05;Lote 02 e Lote 01;Lote 49;29286;30/03/2022;39653,04
Jardim das Acácias II;Quadra;014;Lote;001;Vendida;7,00;10,00;20,82;17,82;0,00;ESQUINA/COM. ;;206,27;279;AVENIDA JOÃO COSTA MOURA;Lote 50;Lote 02;RUA DIMAS NEVES MARTINS;29287;30/03/2022;57549,33
Jardim das Acácias II;Quadra;014;Lote;002;Vendida;10,00;10,00;20,82;20,82;0,00;COMERCIAL ;;208,2;292,95;AVENIDA JOÃO COSTA MOURA;Lote 50;Lote 03;Lote 01;29288;30/03/2022;60992,19
Jardim das Acácias II;Quadra;014;Lote;003;Vendida;10,00;10,00;20,82;20,82;0,00;COMERCIAL ;;208,2;279;AVENIDA JOÃO COSTA MOURA;Lote 05;Lote 04;Lote 02;29289;30/03/2022;58087,8
Jardim das Acácias II;Quadra;014;Lote;004;Vendida;7,00;10,00;17,82;20,82;0,00;ESQUINA/COM. ;;206,27;279;AVENIDA JOÃO COSTA MOURA;Lote 05;RUA VINICIUS NEVES DA SILVA;Lote 03;29290;30/03/2022;57549,33
Jardim das Acácias II;Quadra;014;Lote;005;Vendida;8,00;8,00;20,00;20,00;0,00; ;;160;236,03;RUA VINICIUS DA SILVA;Lote 50;Lote 06;Lote 04 e Lote 03;29291;30/03/2022;37764,8
Jardim das Acácias II;Quadra;014;Lote;006;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;377,05;RUA VINICIUS DA SILVA;Lote 49;Lote 07;Lote 05;29292;30/03/2022;60327,27
Jardim das Acácias II;Quadra;014;Lote;007;Disponível;8,00;8,00;20,00;20,00;0,00; ;;160;329,14;RUA VINICIUS DA SILVA;Lote 48;Lote 08;Lote 06;29293;30/03/2022;52662,84
Jardim das Acácias II;Quadra;014;Lote;008;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;345,6;RUA VINICIUS DA SILVA;Lote 47;Lote 09;Lote 07;29294;30/03/2022;55295,98
Jardim das Acácias II;Quadra;014;Lote;009;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;345,6;RUA VINICIUS DA SILVA;Lote 46;Lote 10;Lote 08;29295;30/03/2022;55295,98
Jardim das Acácias II;Quadra;014;Lote;010;Bloqueada;8,00;8,00;20,00;20,00;0,00; Vandeir;Vandeir;160;345,6;RUA VINICIUS DA SILVA;Lote 45;Lote 11;Lote 09;29296;30/03/2022;55295,98
